"","any","idMunicipi","nomMunicipi","idComarca","nomComarca","nomAT","idAT","entendre","parlar","llegir","escriure","poblacio_2_anys_i_mes","entendre_pct","parlar_pct","llegir_pct","escriure_pct","entendre_com","parlar_com","llegir_com","escriure_com","entendre_at","parlar_at","llegir_at","escriure_at"
"2263",2001,"250387","Aitona","33","Segrià","Ponent","AT05",1985,1842,1621,895,2041,97,90,79,44,98,91,85,55,99,92,88,61
"2264",1996,"250387","Aitona","33","Segrià","Ponent","AT05",2145,2029,1773,871,2156,99,94,82,40,99,93,84,48,99,95,88,52
"2265",1991,"250387","Aitona","33","Segrià","Ponent","AT05",2219,2078,1713,871,2236,99,93,77,39,99,91,79,36,99,92,83,44
"2266",2011,"250390","Baix Pallars","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",355,301,326,191,357,99,84,91,54,99,89,90,69,99,88,89,66
"2267",2001,"250390","Baix Pallars","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",350,326,318,236,355,99,92,90,66,99,92,89,62,99,91,85,57
"2268",1996,"250390","Baix Pallars","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",345,331,264,159,348,99,95,76,46,100,96,88,56,99,92,82,46
"2269",1991,"250390","Baix Pallars","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",347,311,208,121,347,100,90,60,35,100,88,77,46,99,89,76,38
"2270",2011,"250404","Balaguer","23","Noguera","Ponent","AT05",15589,12350,12753,9259,16249,96,76,78,57,98,89,89,64,98,88,88,64
"2271",2001,"250404","Balaguer","23","Noguera","Ponent","AT05",12451,11162,10705,7927,12908,96,86,83,61,99,94,90,58,99,92,88,61
"2272",1996,"250404","Balaguer","23","Noguera","Ponent","AT05",12595,11211,10191,6495,12882,98,87,79,50,100,96,88,50,99,95,88,52
"2273",1991,"250404","Balaguer","23","Noguera","Ponent","AT05",12519,10280,8869,4921,12819,98,80,69,38,100,93,81,42,99,92,83,44
"2274",2011,"250411","Barbens","27","Pla d'Urgell","Ponent","AT05",761,648,641,473,821,93,79,78,58,98,87,88,66,98,88,88,64
"2275",2001,"250411","Barbens","27","Pla d'Urgell","Ponent","AT05",729,655,647,422,746,98,88,87,57,98,91,88,64,99,92,88,61
"2276",1996,"250411","Barbens","27","Pla d'Urgell","Ponent","AT05",741,723,668,403,746,99,97,90,54,99,94,89,52,99,95,88,52
"2277",1991,"250411","Barbens","27","Pla d'Urgell","Ponent","AT05",772,722,674,389,781,99,92,86,50,99,92,84,42,99,92,83,44
"2278",2011,"250426","Baronia de Rialb, la","23","Noguera","Ponent","AT05",253,247,247,154,253,100,98,98,61,98,89,89,64,98,88,88,64
"2279",2001,"250426","Baronia de Rialb, la","23","Noguera","Ponent","AT05",269,246,240,145,269,100,91,89,54,99,94,90,58,99,92,88,61
"2280",1996,"250426","Baronia de Rialb, la","23","Noguera","Ponent","AT05",247,241,226,93,247,100,98,91,38,100,96,88,50,99,95,88,52
"2281",1991,"250426","Baronia de Rialb, la","23","Noguera","Ponent","AT05",255,250,183,108,255,100,98,72,42,100,93,81,42,99,92,83,44
"2282",2011,"250432","Vall de Boí, la","05","Alta Ribagorça","Alt Pirineu i Aran","AT07",996,863,879,641,996,100,87,88,64,99,82,84,60,99,88,89,66
"2283",2001,"250432","Vall de Boí, la","05","Alta Ribagorça","Alt Pirineu i Aran","AT07",853,815,806,568,857,100,95,94,66,98,86,83,54,99,91,85,57
"2284",1996,"250432","Vall de Boí, la","05","Alta Ribagorça","Alt Pirineu i Aran","AT07",742,738,731,482,742,100,99,99,65,99,88,77,46,99,92,82,46
"2285",1991,"250432","Vall de Boí, la","05","Alta Ribagorça","Alt Pirineu i Aran","AT07",623,555,406,136,624,100,89,65,22,98,80,66,28,99,89,76,38
"2286",2011,"250447","Bassella","04","Alt Urgell","Alt Pirineu i Aran","AT07",245,245,242,225,245,100,100,99,92,99,91,92,68,99,88,89,66
"2287",2001,"250447","Bassella","04","Alt Urgell","Alt Pirineu i Aran","AT07",262,247,236,177,264,99,94,89,67,99,93,83,54,99,91,85,57
"2288",1996,"250447","Bassella","04","Alt Urgell","Alt Pirineu i Aran","AT07",334,328,295,174,334,100,98,88,52,100,94,82,42,99,92,82,46
"2289",1991,"250447","Bassella","04","Alt Urgell","Alt Pirineu i Aran","AT07",365,357,346,344,365,100,98,95,94,99,92,74,35,99,89,76,38
"2290",2011,"250450","Bausen","39","Aran","Alt Pirineu i Aran","AT07",NA,NA,NA,NA,NA,NA,NA,NA,NA,94,72,78,54,99,88,89,66
"2291",2001,"250450","Bausen","39","Aran","Alt Pirineu i Aran","AT07",53,46,40,8,53,100,87,75,15,98,84,74,38,99,91,85,57
"2292",1996,"250450","Bausen","39","Aran","Alt Pirineu i Aran","AT07",69,55,19,10,69,100,80,28,14,97,78,64,25,99,92,82,46
"2293",1991,"250450","Bausen","39","Aran","Alt Pirineu i Aran","AT07",68,49,36,3,68,100,72,53,4,98,79,61,19,99,89,76,38
"2294",2011,"250463","Belianes","38","Urgell","Ponent","AT05",544,484,465,350,555,98,87,84,63,98,88,88,65,98,88,88,64
"2295",2001,"250463","Belianes","38","Urgell","Ponent","AT05",567,542,501,333,577,98,94,87,58,99,93,90,70,99,92,88,61
"2296",1996,"250463","Belianes","38","Urgell","Ponent","AT05",551,516,493,265,551,100,94,89,48,99,96,91,62,99,95,88,52
"2297",1991,"250463","Belianes","38","Urgell","Ponent","AT05",555,548,545,456,555,100,99,98,82,100,94,87,52,99,92,83,44
"2298",2011,"250479","Bellcaire d'Urgell","23","Noguera","Ponent","AT05",1316,1175,1228,912,1320,100,89,93,69,98,89,89,64,98,88,88,64
"2299",2001,"250479","Bellcaire d'Urgell","23","Noguera","Ponent","AT05",1246,1156,1103,694,1265,98,91,87,55,99,94,90,58,99,92,88,61
"2300",1996,"250479","Bellcaire d'Urgell","23","Noguera","Ponent","AT05",1347,1283,1058,455,1349,100,95,78,34,100,96,88,50,99,95,88,52
"2301",1991,"250479","Bellcaire d'Urgell","23","Noguera","Ponent","AT05",1395,1304,1230,883,1409,99,93,87,63,100,93,81,42,99,92,83,44
"2302",2011,"250485","Bell-lloc d'Urgell","27","Pla d'Urgell","Ponent","AT05",2348,2052,2127,1543,2359,100,87,90,65,98,87,88,66,98,88,88,64
"2303",2001,"250485","Bell-lloc d'Urgell","27","Pla d'Urgell","Ponent","AT05",2008,1756,1608,991,2029,99,87,79,49,98,91,88,64,99,92,88,61
"2304",1996,"250485","Bell-lloc d'Urgell","27","Pla d'Urgell","Ponent","AT05",2063,1890,1778,1042,2082,99,91,85,50,99,94,89,52,99,95,88,52
"2305",1991,"250485","Bell-lloc d'Urgell","27","Pla d'Urgell","Ponent","AT05",2131,1914,1736,767,2142,99,89,81,36,99,92,84,42,99,92,83,44
"2306",2011,"250498","Bellmunt d'Urgell","23","Noguera","Ponent","AT05",192,181,173,125,194,99,93,89,64,98,89,89,64,98,88,88,64
"2307",2001,"250498","Bellmunt d'Urgell","23","Noguera","Ponent","AT05",232,217,209,122,233,100,93,90,52,99,94,90,58,99,92,88,61
"2308",1996,"250498","Bellmunt d'Urgell","23","Noguera","Ponent","AT05",231,227,200,95,231,100,98,87,41,100,96,88,50,99,95,88,52
"2309",1991,"250498","Bellmunt d'Urgell","23","Noguera","Ponent","AT05",236,234,158,58,236,100,99,67,25,100,93,81,42,99,92,83,44
"2310",2011,"250501","Bellpuig","38","Urgell","Ponent","AT05",4740,3858,4065,3085,4817,98,80,84,64,98,88,88,65,98,88,88,64
"2311",2001,"250501","Bellpuig","38","Urgell","Ponent","AT05",3841,3478,3390,2548,3936,98,88,86,65,99,93,90,70,99,92,88,61
"2312",1996,"250501","Bellpuig","38","Urgell","Ponent","AT05",3822,3564,3352,2182,3871,99,92,87,56,99,96,91,62,99,95,88,52
"2313",1991,"250501","Bellpuig","38","Urgell","Ponent","AT05",3813,3462,3280,2241,3836,99,90,86,58,100,94,87,52,99,92,83,44
"2314",2011,"250518","Bellver de Cerdanya","15","Cerdanya","Alt Pirineu i Aran","AT07",2087,1915,1893,1552,2159,97,89,88,72,99,89,90,68,99,88,89,66
"2315",2001,"250518","Bellver de Cerdanya","15","Cerdanya","Alt Pirineu i Aran","AT07",1542,1439,1381,954,1560,99,92,89,61,99,92,89,64,99,91,85,57
"2316",1996,"250518","Bellver de Cerdanya","15","Cerdanya","Alt Pirineu i Aran","AT07",1488,1335,1255,665,1508,99,89,83,44,100,94,88,55,99,92,82,46
"2317",1991,"250518","Bellver de Cerdanya","15","Cerdanya","Alt Pirineu i Aran","AT07",1523,1325,1262,549,1534,99,86,82,36,99,90,82,52,99,89,76,38
"2318",2011,"250523","Bellvís","27","Pla d'Urgell","Ponent","AT05",2301,1996,1951,1387,2341,98,85,83,59,98,87,88,66,98,88,88,64
"2319",2001,"250523","Bellvís","27","Pla d'Urgell","Ponent","AT05",2043,1913,1854,1264,2066,99,93,90,61,98,91,88,64,99,92,88,61
"2320",1996,"250523","Bellvís","27","Pla d'Urgell","Ponent","AT05",2126,2051,1910,1056,2137,99,96,89,49,99,94,89,52,99,95,88,52
"2321",1991,"250523","Bellvís","27","Pla d'Urgell","Ponent","AT05",2211,2098,1843,1007,2224,99,94,83,45,99,92,84,42,99,92,83,44
"2322",2011,"250539","Benavent de Segrià","33","Segrià","Ponent","AT05",1496,1335,1363,1097,1504,99,89,91,73,97,85,85,60,98,88,88,64
"2323",2001,"250539","Benavent de Segrià","33","Segrià","Ponent","AT05",1025,989,937,796,1037,99,95,90,77,98,91,85,55,99,92,88,61
"2324",1996,"250539","Benavent de Segrià","33","Segrià","Ponent","AT05",768,742,707,554,773,99,96,91,72,99,93,84,48,99,95,88,52
"2325",1991,"250539","Benavent de Segrià","33","Segrià","Ponent","AT05",731,695,594,119,731,100,95,81,16,99,91,79,36,99,92,83,44
"2326",2011,"250557","Biosca","32","Segarra","Ponent","AT05",213,197,208,168,213,100,92,98,79,99,89,90,65,98,88,88,64
"2327",2001,"250557","Biosca","32","Segarra","Ponent","AT05",234,222,208,177,234,100,95,89,76,98,93,90,67,99,92,88,61
"2328",1996,"250557","Biosca","32","Segarra","Ponent","AT05",263,255,249,206,263,100,97,95,78,99,95,90,53,99,95,88,52
"2329",1991,"250557","Biosca","32","Segarra","Ponent","AT05",253,205,193,89,256,99,80,75,35,99,93,86,52,99,92,83,44
"2330",2011,"250560","Bovera","18","Garrigues","Ponent","AT05",313,301,293,175,313,100,96,94,56,99,90,91,64,98,88,88,64
"2331",2001,"250560","Bovera","18","Garrigues","Ponent","AT05",381,358,349,76,382,100,94,91,20,99,93,90,60,99,92,88,61
"2332",1996,"250560","Bovera","18","Garrigues","Ponent","AT05",424,396,390,77,424,100,93,92,18,99,95,88,49,99,95,88,52
"2333",1991,"250560","Bovera","18","Garrigues","Ponent","AT05",418,79,106,71,429,97,18,25,17,100,91,81,44,99,92,83,44
"2334",2011,"250576","Bòrdes, Es","39","Aran","Alt Pirineu i Aran","AT07",231,223,227,173,233,99,96,97,74,94,72,78,54,99,88,89,66
"2335",2001,"250576","Bòrdes, Es","39","Aran","Alt Pirineu i Aran","AT07",204,178,174,99,206,99,86,84,48,98,84,74,38,99,91,85,57
"2336",1996,"250576","Bòrdes, Es","39","Aran","Alt Pirineu i Aran","AT07",205,184,163,83,217,94,85,75,38,97,78,64,25,99,92,82,46
"2337",1991,"250576","Bòrdes, Es","39","Aran","Alt Pirineu i Aran","AT07",192,184,157,65,192,100,96,82,34,98,79,61,19,99,89,76,38
"2338",2011,"250582","Borges Blanques, les","18","Garrigues","Ponent","AT05",5618,4797,5051,3758,5881,96,82,86,64,99,90,91,64,98,88,88,64
"2339",2001,"250582","Borges Blanques, les","18","Garrigues","Ponent","AT05",4958,4649,4512,3322,5052,98,92,89,66,99,93,90,60,99,92,88,61
"2340",1996,"250582","Borges Blanques, les","18","Garrigues","Ponent","AT05",5095,4864,4622,2933,5118,100,95,90,57,99,95,88,49,99,95,88,52
"2341",1991,"250582","Borges Blanques, les","18","Garrigues","Ponent","AT05",4979,4697,4322,3148,4999,100,94,86,63,100,91,81,44,99,92,83,44
"2342",2011,"250595","Bossòst","39","Aran","Alt Pirineu i Aran","AT07",960,711,870,486,1102,87,65,79,44,94,72,78,54,99,88,89,66
"2343",2001,"250595","Bossòst","39","Aran","Alt Pirineu i Aran","AT07",904,746,741,403,943,96,79,79,43,98,84,74,38,99,91,85,57
"2344",1996,"250595","Bossòst","39","Aran","Alt Pirineu i Aran","AT07",785,632,601,294,806,97,78,75,36,97,78,64,25,99,92,82,46
"2345",1991,"250595","Bossòst","39","Aran","Alt Pirineu i Aran","AT07",748,517,539,165,769,97,67,70,21,98,79,61,19,99,89,76,38
"2346",2011,"250609","Cabanabona","23","Noguera","Ponent","AT05",73,70,67,49,73,100,96,92,67,98,89,89,64,98,88,88,64
"2347",2001,"250609","Cabanabona","23","Noguera","Ponent","AT05",92,86,86,49,92,100,93,93,53,99,94,90,58,99,92,88,61
"2348",1996,"250609","Cabanabona","23","Noguera","Ponent","AT05",101,101,93,45,101,100,100,92,45,100,96,88,50,99,95,88,52
"2349",1991,"250609","Cabanabona","23","Noguera","Ponent","AT05",108,100,75,32,108,100,93,69,30,100,93,81,42,99,92,83,44
"2350",2011,"250616","Cabó","04","Alt Urgell","Alt Pirineu i Aran","AT07",94,84,83,53,94,100,89,88,56,99,91,92,68,99,88,89,66
"2351",2001,"250616","Cabó","04","Alt Urgell","Alt Pirineu i Aran","AT07",117,117,114,76,117,100,100,97,65,99,93,83,54,99,91,85,57
"2352",1996,"250616","Cabó","04","Alt Urgell","Alt Pirineu i Aran","AT07",125,125,112,52,125,100,100,90,42,100,94,82,42,99,92,82,46
"2353",1991,"250616","Cabó","04","Alt Urgell","Alt Pirineu i Aran","AT07",141,137,131,43,141,100,97,93,30,99,92,74,35,99,89,76,38
"2354",2011,"250621","Camarasa","23","Noguera","Ponent","AT05",911,780,789,534,912,100,86,87,59,98,89,89,64,98,88,88,64
"2355",2001,"250621","Camarasa","23","Noguera","Ponent","AT05",863,818,772,502,864,100,95,89,58,99,94,90,58,99,92,88,61
"2356",1996,"250621","Camarasa","23","Noguera","Ponent","AT05",888,865,783,413,890,100,97,88,46,100,96,88,50,99,95,88,52
"2357",1991,"250621","Camarasa","23","Noguera","Ponent","AT05",920,879,760,352,924,100,95,82,38,100,93,81,42,99,92,83,44
"2358",2011,"250637","Canejan","39","Aran","Alt Pirineu i Aran","AT07",NA,NA,NA,NA,NA,NA,NA,NA,NA,94,72,78,54,99,88,89,66
"2359",2001,"250637","Canejan","39","Aran","Alt Pirineu i Aran","AT07",108,98,53,17,109,99,90,49,16,98,84,74,38,99,91,85,57
"2360",1996,"250637","Canejan","39","Aran","Alt Pirineu i Aran","AT07",103,84,44,12,103,100,82,43,12,97,78,64,25,99,92,82,46
"2361",1991,"250637","Canejan","39","Aran","Alt Pirineu i Aran","AT07",108,104,34,15,108,100,96,31,14,98,79,61,19,99,89,76,38
"2362",2011,"250642","Castellar de la Ribera","35","Solsonès","Comarques Centrals","AT06",155,148,144,134,155,100,95,93,86,99,94,93,78,99,91,91,72
"2363",2001,"250642","Castellar de la Ribera","35","Solsonès","Comarques Centrals","AT06",149,143,138,110,149,100,96,93,74,99,95,92,71,99,91,89,68
"2364",1996,"250642","Castellar de la Ribera","35","Solsonès","Comarques Centrals","AT06",144,144,127,96,144,100,100,88,67,100,97,90,64,99,93,88,60
"2365",1991,"250642","Castellar de la Ribera","35","Solsonès","Comarques Centrals","AT06",159,151,131,65,159,100,95,82,41,100,94,83,46,99,90,83,54
"2366",2011,"250674","Castelldans","18","Garrigues","Ponent","AT05",973,853,884,556,988,98,86,89,56,99,90,91,64,98,88,88,64
"2367",2001,"250674","Castelldans","18","Garrigues","Ponent","AT05",922,875,800,568,929,99,94,86,61,99,93,90,60,99,92,88,61
"2368",1996,"250674","Castelldans","18","Garrigues","Ponent","AT05",926,872,814,420,933,99,93,87,45,99,95,88,49,99,95,88,52
"2369",1991,"250674","Castelldans","18","Garrigues","Ponent","AT05",952,878,574,206,957,99,92,60,22,100,91,81,44,99,92,83,44
"2370",2011,"250680","Castellnou de Seana","27","Pla d'Urgell","Ponent","AT05",744,686,665,505,744,100,92,89,68,98,87,88,66,98,88,88,64
"2371",2001,"250680","Castellnou de Seana","27","Pla d'Urgell","Ponent","AT05",668,648,638,428,683,98,95,93,63,98,91,88,64,99,92,88,61
"2372",1996,"250680","Castellnou de Seana","27","Pla d'Urgell","Ponent","AT05",728,711,688,201,728,100,98,95,28,99,94,89,52,99,95,88,52
"2373",1991,"250680","Castellnou de Seana","27","Pla d'Urgell","Ponent","AT05",743,692,649,188,744,100,93,87,25,99,92,84,42,99,92,83,44
"2374",2011,"250693","Castelló de Farfanya","23","Noguera","Ponent","AT05",535,491,477,330,540,99,91,88,61,98,89,89,64,98,88,88,64
"2375",2001,"250693","Castelló de Farfanya","23","Noguera","Ponent","AT05",575,551,537,283,575,100,96,93,49,99,94,90,58,99,92,88,61
"2376",1996,"250693","Castelló de Farfanya","23","Noguera","Ponent","AT05",585,576,563,332,588,99,98,96,56,100,96,88,50,99,95,88,52
"2377",1991,"250693","Castelló de Farfanya","23","Noguera","Ponent","AT05",597,584,542,328,598,100,98,91,55,100,93,81,42,99,92,83,44
"2378",2011,"250707","Castellserà","38","Urgell","Ponent","AT05",1079,947,974,675,1079,100,88,90,63,98,88,88,65,98,88,88,64
"2379",2001,"250707","Castellserà","38","Urgell","Ponent","AT05",1072,984,955,706,1080,99,91,88,65,99,93,90,70,99,92,88,61
"2380",1996,"250707","Castellserà","38","Urgell","Ponent","AT05",1117,1081,1052,807,1121,100,96,94,72,99,96,91,62,99,95,88,52
"2381",1991,"250707","Castellserà","38","Urgell","Ponent","AT05",1140,1085,1035,672,1144,100,95,90,59,100,94,87,52,99,92,83,44
"2382",2011,"250714","Cava","04","Alt Urgell","Alt Pirineu i Aran","AT07",62,58,58,35,62,100,94,94,56,99,91,92,68,99,88,89,66
"2383",2001,"250714","Cava","04","Alt Urgell","Alt Pirineu i Aran","AT07",54,52,50,35,54,100,96,93,65,99,93,83,54,99,91,85,57
"2384",1996,"250714","Cava","04","Alt Urgell","Alt Pirineu i Aran","AT07",60,60,44,18,60,100,100,73,30,100,94,82,42,99,92,82,46
"2385",1991,"250714","Cava","04","Alt Urgell","Alt Pirineu i Aran","AT07",51,46,31,4,51,100,90,61,8,99,92,74,35,99,89,76,38
"2386",2011,"250729","Cervera","32","Segarra","Ponent","AT05",8723,7108,7372,5904,9195,95,77,80,64,99,89,90,65,98,88,88,64
"2387",2001,"250729","Cervera","32","Segarra","Ponent","AT05",7042,6200,5959,4415,7561,93,82,79,58,98,93,90,67,99,92,88,61
"2388",1996,"250729","Cervera","32","Segarra","Ponent","AT05",6849,6056,5288,3752,6994,98,87,76,54,99,95,90,53,99,95,88,52
"2389",1991,"250729","Cervera","32","Segarra","Ponent","AT05",6653,6026,5689,3272,6807,98,89,84,48,99,93,86,52,99,92,83,44
"2390",2011,"250735","Cervià de les Garrigues","18","Garrigues","Ponent","AT05",749,660,700,458,749,100,88,93,61,99,90,91,64,98,88,88,64
"2391",2001,"250735","Cervià de les Garrigues","18","Garrigues","Ponent","AT05",842,798,752,465,848,99,94,89,55,99,93,90,60,99,92,88,61
"2392",1996,"250735","Cervià de les Garrigues","18","Garrigues","Ponent","AT05",854,799,694,409,856,100,93,81,48,99,95,88,49,99,95,88,52
"2393",1991,"250735","Cervià de les Garrigues","18","Garrigues","Ponent","AT05",839,801,744,477,840,100,95,89,57,100,91,81,44,99,92,83,44
"2394",2011,"250740","Ciutadilla","38","Urgell","Ponent","AT05",198,189,176,130,207,96,91,85,63,98,88,88,65,98,88,88,64
"2395",2001,"250740","Ciutadilla","38","Urgell","Ponent","AT05",213,201,204,137,214,100,94,95,64,99,93,90,70,99,92,88,61
"2396",1996,"250740","Ciutadilla","38","Urgell","Ponent","AT05",215,209,209,149,215,100,97,97,69,99,96,91,62,99,95,88,52
"2397",1991,"250740","Ciutadilla","38","Urgell","Ponent","AT05",227,224,190,69,227,100,99,84,30,100,94,87,52,99,92,83,44
"2398",2011,"250753","Clariana de Cardener","35","Solsonès","Comarques Centrals","AT06",137,129,129,118,137,100,94,94,86,99,94,93,78,99,91,91,72
"2399",2001,"250753","Clariana de Cardener","35","Solsonès","Comarques Centrals","AT06",144,141,138,114,145,99,97,95,79,99,95,92,71,99,91,89,68
"2400",1996,"250753","Clariana de Cardener","35","Solsonès","Comarques Centrals","AT06",144,143,137,109,144,100,99,95,76,100,97,90,64,99,93,88,60
"2401",1991,"250753","Clariana de Cardener","35","Solsonès","Comarques Centrals","AT06",144,140,120,67,144,100,97,83,47,100,94,83,46,99,90,83,54
"2402",2011,"250766","Cogul, el","18","Garrigues","Ponent","AT05",189,173,169,117,192,98,90,88,61,99,90,91,64,98,88,88,64
"2403",2001,"250766","Cogul, el","18","Garrigues","Ponent","AT05",230,210,198,113,231,100,91,86,49,99,93,90,60,99,92,88,61
"2404",1996,"250766","Cogul, el","18","Garrigues","Ponent","AT05",230,221,204,109,230,100,96,89,47,99,95,88,49,99,95,88,52
"2405",1991,"250766","Cogul, el","18","Garrigues","Ponent","AT05",231,227,190,79,231,100,98,82,34,100,91,81,44,99,92,83,44
"2406",2011,"250772","Coll de Nargó","04","Alt Urgell","Alt Pirineu i Aran","AT07",587,525,523,382,592,99,89,88,65,99,91,92,68,99,88,89,66
"2407",2001,"250772","Coll de Nargó","04","Alt Urgell","Alt Pirineu i Aran","AT07",580,546,496,281,581,100,94,85,48,99,93,83,54,99,91,85,57
"2408",1996,"250772","Coll de Nargó","04","Alt Urgell","Alt Pirineu i Aran","AT07",595,562,514,297,595,100,94,86,50,100,94,82,42,99,92,82,46
"2409",1991,"250772","Coll de Nargó","04","Alt Urgell","Alt Pirineu i Aran","AT07",609,536,396,184,609,100,88,65,30,99,92,74,35,99,89,76,38
"2410",2011,"250788","Corbins","33","Segrià","Ponent","AT05",1351,1226,1197,906,1377,98,89,87,66,97,85,85,60,98,88,88,64
"2411",2001,"250788","Corbins","33","Segrià","Ponent","AT05",1073,1022,986,635,1086,99,94,91,58,98,91,85,55,99,92,88,61
"2412",1996,"250788","Corbins","33","Segrià","Ponent","AT05",1020,950,884,471,1026,99,93,86,46,99,93,84,48,99,95,88,52
"2413",1991,"250788","Corbins","33","Segrià","Ponent","AT05",1016,956,866,393,1019,100,94,85,39,99,91,79,36,99,92,83,44
"2414",2011,"250791","Cubells","23","Noguera","Ponent","AT05",384,360,332,241,395,97,91,84,61,98,89,89,64,98,88,88,64
"2415",2001,"250791","Cubells","23","Noguera","Ponent","AT05",346,319,300,186,348,99,92,86,53,99,94,90,58,99,92,88,61
"2416",1996,"250791","Cubells","23","Noguera","Ponent","AT05",350,335,309,175,351,100,95,88,50,100,96,88,50,99,95,88,52
"2417",1991,"250791","Cubells","23","Noguera","Ponent","AT05",382,365,361,120,382,100,96,95,31,100,93,81,42,99,92,83,44
"2418",2011,"250812","Espluga Calba, l'","18","Garrigues","Ponent","AT05",415,382,382,264,419,99,91,91,63,99,90,91,64,98,88,88,64
"2419",2001,"250812","Espluga Calba, l'","18","Garrigues","Ponent","AT05",408,389,375,270,425,96,92,88,64,99,93,90,60,99,92,88,61
"2420",1996,"250812","Espluga Calba, l'","18","Garrigues","Ponent","AT05",442,429,416,317,442,100,97,94,72,99,95,88,49,99,95,88,52
"2421",1991,"250812","Espluga Calba, l'","18","Garrigues","Ponent","AT05",445,431,413,343,445,100,97,93,77,100,91,81,44,99,92,83,44
"2422",2011,"250827","Espot","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",339,253,276,208,339,100,75,81,61,99,89,90,69,99,88,89,66
"2423",2001,"250827","Espot","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",295,281,274,197,297,99,95,92,66,99,92,89,62,99,91,85,57
"2424",1996,"250827","Espot","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",268,258,238,126,268,100,96,89,47,100,96,88,56,99,92,82,46
"2425",1991,"250827","Espot","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",236,215,202,69,240,98,90,84,29,100,88,77,46,99,89,76,38
"2426",2011,"250851","Estaràs","32","Segarra","Ponent","AT05",166,155,159,121,166,100,93,96,73,99,89,90,65,98,88,88,64
"2427",2001,"250851","Estaràs","32","Segarra","Ponent","AT05",179,176,174,164,180,99,98,97,91,98,93,90,67,99,92,88,61
"2428",1996,"250851","Estaràs","32","Segarra","Ponent","AT05",163,155,153,89,163,100,95,94,55,99,95,90,53,99,95,88,52
"2429",1991,"250851","Estaràs","32","Segarra","Ponent","AT05",160,146,98,42,163,98,90,60,26,99,93,86,52,99,92,83,44
"2430",2011,"250864","Esterri d'Àneu","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",847,747,746,583,858,99,87,87,68,99,89,90,69,99,88,89,66
"2431",2001,"250864","Esterri d'Àneu","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",615,573,535,362,620,99,92,86,58,99,92,89,62,99,91,85,57
"2432",1996,"250864","Esterri d'Àneu","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",608,580,546,350,609,100,95,90,57,100,96,88,56,99,92,82,46
"2433",1991,"250864","Esterri d'Àneu","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",492,457,435,281,493,100,93,88,57,100,88,77,46,99,89,76,38
"2434",2011,"250870","Esterri de Cardós","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",72,72,72,62,72,100,100,100,86,99,89,90,69,99,88,89,66
"2435",2001,"250870","Esterri de Cardós","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",72,72,72,66,72,100,100,100,92,99,92,89,62,99,91,85,57
"2436",1996,"250870","Esterri de Cardós","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",80,80,80,69,80,100,100,100,86,100,96,88,56,99,92,82,46
"2437",1991,"250870","Esterri de Cardós","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",64,56,52,38,64,100,88,81,59,100,88,77,46,99,89,76,38
"2438",2011,"250886","Estamariu","04","Alt Urgell","Alt Pirineu i Aran","AT07",113,106,105,59,115,98,92,91,51,99,91,92,68,99,88,89,66
"2439",2001,"250886","Estamariu","04","Alt Urgell","Alt Pirineu i Aran","AT07",127,125,80,38,127,100,98,63,30,99,93,83,54,99,91,85,57
"2440",1996,"250886","Estamariu","04","Alt Urgell","Alt Pirineu i Aran","AT07",133,132,90,40,133,100,99,68,30,100,94,82,42,99,92,82,46
"2441",1991,"250886","Estamariu","04","Alt Urgell","Alt Pirineu i Aran","AT07",134,131,49,11,134,100,98,37,8,99,92,74,35,99,89,76,38
"2442",2011,"250899","Farrera","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",136,122,120,116,136,100,90,88,85,99,89,90,69,99,88,89,66
"2443",2001,"250899","Farrera","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",97,87,84,56,99,98,88,85,57,99,92,89,62,99,91,85,57
"2444",1996,"250899","Farrera","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",87,83,69,51,87,100,95,79,59,100,96,88,56,99,92,82,46
"2445",1991,"250899","Farrera","26","Pallars Sobirà","Alt Pirineu i Aran","AT07",85,27,21,11,87,98,31,24,13,100,88,77,46,99,89,76,38
"2446",2011,"250925","Floresta, la","18","Garrigues","Ponent","AT05",163,149,156,111,169,96,88,92,66,99,90,91,64,98,88,88,64
"2447",2001,"250925","Floresta, la","18","Garrigues","Ponent","AT05",182,170,165,137,182,100,93,91,75,99,93,90,60,99,92,88,61
"2448",1996,"250925","Floresta, la","18","Garrigues","Ponent","AT05",172,164,161,128,176,98,93,91,73,99,95,88,49,99,95,88,52
