"","any","idMunicipi","nomMunicipi","idComarca","nomComarca","nomAT","idAT","entendre","parlar","llegir","escriure","poblacio_2_anys_i_mes","entendre_pct","parlar_pct","llegir_pct","escriure_pct","entendre_com","parlar_com","llegir_com","escriure_com","entendre_at","parlar_at","llegir_at","escriure_at"
"837",2011,"082129","Sant Feliu Sasserra","07","Bages","Comarques Centrals","AT06",653,597,610,485,656,100,91,93,74,98,85,87,66,99,91,91,72
"838",2001,"082129","Sant Feliu Sasserra","07","Bages","Comarques Centrals","AT06",625,588,562,369,642,97,92,88,57,98,87,85,64,99,91,89,68
"839",1996,"082129","Sant Feliu Sasserra","07","Bages","Comarques Centrals","AT06",621,608,576,370,626,99,97,92,59,98,88,84,56,99,93,88,60
"840",1991,"082129","Sant Feliu Sasserra","07","Bages","Comarques Centrals","AT06",635,603,571,366,648,98,93,88,56,98,85,80,51,99,90,83,54
"841",2011,"082135","Sant Fruitós de Bages","07","Bages","Comarques Centrals","AT06",7973,7169,7101,5529,8003,100,90,89,69,98,85,87,66,99,91,91,72
"842",2001,"082135","Sant Fruitós de Bages","07","Bages","Comarques Centrals","AT06",5613,4870,4812,3776,5753,98,85,84,66,98,87,85,64,99,91,89,68
"843",1996,"082135","Sant Fruitós de Bages","07","Bages","Comarques Centrals","AT06",5084,4564,4455,3712,5200,98,88,86,71,98,88,84,56,99,93,88,60
"844",1991,"082135","Sant Fruitós de Bages","07","Bages","Comarques Centrals","AT06",4601,3617,3598,2514,4708,98,77,76,53,98,85,80,51,99,90,83,54
"845",2011,"082140","Vilassar de Dalt","21","Maresme","Metropolità","AT01",8552,7623,7580,6047,8591,100,89,88,70,98,83,86,64,97,79,82,61
"846",2001,"082140","Vilassar de Dalt","21","Maresme","Metropolità","AT01",7385,6510,6314,4377,7582,97,86,83,58,97,82,81,57,96,78,78,54
"847",1996,"082140","Vilassar de Dalt","21","Maresme","Metropolità","AT01",6925,5913,5684,3814,7078,98,84,80,54,97,84,80,53,96,78,75,49
"848",1991,"082140","Vilassar de Dalt","21","Maresme","Metropolità","AT01",6559,5387,5206,3596,6681,98,81,78,54,97,81,78,51,95,73,72,46
"849",2011,"082153","Sant Hipòlit de Voltregà","24","Osona","Comarques Centrals","AT06",3459,2762,2852,2228,3541,98,78,81,63,99,91,91,74,99,91,91,72
"850",2001,"082153","Sant Hipòlit de Voltregà","24","Osona","Comarques Centrals","AT06",2881,2631,2547,2009,2928,98,90,87,69,98,91,89,68,99,91,89,68
"851",1996,"082153","Sant Hipòlit de Voltregà","24","Osona","Comarques Centrals","AT06",2801,2401,2190,1525,2853,98,84,77,53,99,93,89,61,99,93,88,60
"852",1991,"082153","Sant Hipòlit de Voltregà","24","Osona","Comarques Centrals","AT06",2895,2471,2411,1780,2933,99,84,82,61,99,91,85,56,99,90,83,54
"853",2011,"082166","Sant Jaume de Frontanyà","14","Berguedà","Comarques Centrals","AT06",NA,NA,NA,NA,NA,NA,NA,NA,NA,99,93,93,73,99,91,91,72
"854",2001,"082166","Sant Jaume de Frontanyà","14","Berguedà","Comarques Centrals","AT06",25,25,24,21,25,100,100,96,84,99,94,90,70,99,91,89,68
"855",1996,"082166","Sant Jaume de Frontanyà","14","Berguedà","Comarques Centrals","AT06",30,30,29,23,30,100,100,97,77,100,95,86,60,99,93,88,60
"856",1991,"082166","Sant Jaume de Frontanyà","14","Berguedà","Comarques Centrals","AT06",28,28,24,23,28,100,100,86,82,100,93,84,57,99,90,83,54
"857",2011,"082172","Sant Joan Despí","11","Baix Llobregat","Metropolità","AT01",30092,21235,23641,16825,31771,95,67,74,53,96,74,79,57,97,79,82,61
"858",2001,"082172","Sant Joan Despí","11","Baix Llobregat","Metropolità","AT01",25748,18493,19250,12400,27962,92,66,69,44,95,73,74,49,96,78,78,54
"859",1996,"082172","Sant Joan Despí","11","Baix Llobregat","Metropolità","AT01",23611,16022,15812,9898,26224,90,61,60,38,94,72,70,44,96,78,75,49
"860",1991,"082172","Sant Joan Despí","11","Baix Llobregat","Metropolità","AT01",21223,12464,13563,7722,24482,87,51,55,32,93,64,65,38,95,73,72,46
"861",2011,"082188","Sant Joan de Vilatorrada","07","Bages","Comarques Centrals","AT06",10094,8305,8663,6408,10511,96,79,82,61,98,85,87,66,99,91,91,72
"862",2001,"082188","Sant Joan de Vilatorrada","07","Bages","Comarques Centrals","AT06",8703,6795,6487,5151,9098,96,75,71,57,98,87,85,64,99,91,89,68
"863",1996,"082188","Sant Joan de Vilatorrada","07","Bages","Comarques Centrals","AT06",7951,6508,6196,4248,8289,96,79,75,51,98,88,84,56,99,93,88,60
"864",1991,"082188","Sant Joan de Vilatorrada","07","Bages","Comarques Centrals","AT06",7422,5709,5604,3593,7830,95,73,72,46,98,85,80,51,99,90,83,54
"865",2011,"082191","Vilassar de Mar","21","Maresme","Metropolità","AT01",19154,15757,16656,12569,19461,98,81,86,65,98,83,86,64,97,79,82,61
"866",2001,"082191","Vilassar de Mar","21","Maresme","Metropolità","AT01",16373,13913,13707,9667,16836,97,83,81,57,97,82,81,57,96,78,78,54
"867",1996,"082191","Vilassar de Mar","21","Maresme","Metropolità","AT01",13996,12171,11625,8042,14447,97,84,80,56,97,84,80,53,96,78,75,49
"868",1991,"082191","Vilassar de Mar","21","Maresme","Metropolità","AT01",11489,9448,9227,6062,11848,97,80,78,51,97,81,78,51,95,73,72,46
"869",2011,"082205","Sant Julià de Vilatorta","24","Osona","Comarques Centrals","AT06",2940,2798,2761,2418,2975,99,94,93,81,99,91,91,74,99,91,91,72
"870",2001,"082205","Sant Julià de Vilatorta","24","Osona","Comarques Centrals","AT06",2354,2162,2126,1736,2366,99,91,90,73,98,91,89,68,99,91,89,68
"871",1996,"082205","Sant Julià de Vilatorta","24","Osona","Comarques Centrals","AT06",2017,1962,1837,1368,2025,100,97,91,68,99,93,89,61,99,93,88,60
"872",1991,"082205","Sant Julià de Vilatorta","24","Osona","Comarques Centrals","AT06",1894,1818,1705,1351,1894,100,96,90,71,99,91,85,56,99,90,83,54
"873",2011,"082212","Sant Just Desvern","11","Baix Llobregat","Metropolità","AT01",14251,12148,12670,9565,15078,95,81,84,63,96,74,79,57,97,79,82,61
"874",2001,"082212","Sant Just Desvern","11","Baix Llobregat","Metropolità","AT01",12817,10867,10845,7608,13341,96,81,81,57,95,73,74,49,96,78,78,54
"875",1996,"082212","Sant Just Desvern","11","Baix Llobregat","Metropolità","AT01",12507,10576,10259,6954,13024,96,81,79,53,94,72,70,44,96,78,75,49
"876",1991,"082212","Sant Just Desvern","11","Baix Llobregat","Metropolità","AT01",11668,9077,9044,5767,12248,95,74,74,47,93,64,65,38,95,73,72,46
"877",2011,"082227","Sant Llorenç d'Hortons","03","Alt Penedès","Penedès","AT08",2403,2193,2219,1745,2463,98,89,90,71,98,85,86,65,97,82,84,62
"878",2001,"082227","Sant Llorenç d'Hortons","03","Alt Penedès","Penedès","AT08",1635,1420,1399,907,1696,96,84,82,53,97,86,84,58,97,83,81,56
"879",1996,"082227","Sant Llorenç d'Hortons","03","Alt Penedès","Penedès","AT08",1251,1138,1058,682,1278,98,89,83,53,98,89,84,55,97,85,80,51
"880",1991,"082227","Sant Llorenç d'Hortons","03","Alt Penedès","Penedès","AT08",1044,934,896,585,1068,98,87,84,55,98,87,83,51,98,82,79,48
"881",2011,"082233","Sant Llorenç Savall","40","Vallès Occidental","Metropolità","AT01",2289,2014,1975,1520,2295,100,88,86,66,97,77,82,60,97,79,82,61
"882",2001,"082233","Sant Llorenç Savall","40","Vallès Occidental","Metropolità","AT01",1845,1622,1612,1134,1877,98,86,86,60,96,76,76,52,96,78,78,54
"883",1996,"082233","Sant Llorenç Savall","40","Vallès Occidental","Metropolità","AT01",1984,1779,1661,1131,2009,99,89,83,56,95,76,73,48,96,78,75,49
"884",1991,"082233","Sant Llorenç Savall","40","Vallès Occidental","Metropolità","AT01",1901,1661,1574,1197,1926,99,86,82,62,94,71,70,44,95,73,72,46
"885",2011,"082248","Sant Martí de Centelles","24","Osona","Comarques Centrals","AT06",1085,931,990,771,1090,100,85,91,71,99,91,91,74,99,91,91,72
"886",2001,"082248","Sant Martí de Centelles","24","Osona","Comarques Centrals","AT06",729,649,634,456,757,96,86,84,60,98,91,89,68,99,91,89,68
"887",1996,"082248","Sant Martí de Centelles","24","Osona","Comarques Centrals","AT06",658,585,544,368,668,99,88,81,55,99,93,89,61,99,93,88,60
"888",1991,"082248","Sant Martí de Centelles","24","Osona","Comarques Centrals","AT06",606,533,484,322,631,96,84,77,51,99,91,85,56,99,90,83,54
"889",2011,"082251","Sant Martí d'Albars","24","Osona","Comarques Centrals","AT06",107,104,103,96,107,100,97,96,90,99,91,91,74,99,91,91,72
"890",2001,"082251","Sant Martí d'Albars","24","Osona","Comarques Centrals","AT06",129,122,122,86,131,98,93,93,66,98,91,89,68,99,91,89,68
"891",1996,"082251","Sant Martí d'Albars","24","Osona","Comarques Centrals","AT06",124,122,121,61,124,100,98,98,49,99,93,89,61,99,93,88,60
"892",1991,"082251","Sant Martí d'Albars","24","Osona","Comarques Centrals","AT06",125,118,116,50,125,100,94,93,40,99,91,85,56,99,90,83,54
"893",2011,"082264","Sant Martí de Tous","06","Anoia","Penedès","AT08",1147,1073,1051,861,1147,100,94,92,75,98,86,88,66,97,82,84,62
"894",2001,"082264","Sant Martí de Tous","06","Anoia","Penedès","AT08",961,865,841,655,973,99,89,86,67,98,87,85,63,97,83,81,56
"895",1996,"082264","Sant Martí de Tous","06","Anoia","Penedès","AT08",932,862,835,598,937,99,92,89,64,98,89,84,55,97,85,80,51
"896",1991,"082264","Sant Martí de Tous","06","Anoia","Penedès","AT08",925,782,784,586,931,99,84,84,63,98,85,79,52,98,82,79,48
"897",2011,"082270","Sant Martí Sarroca","03","Alt Penedès","Penedès","AT08",3053,2664,2660,1813,3107,98,86,86,58,98,85,86,65,97,82,84,62
"898",2001,"082270","Sant Martí Sarroca","03","Alt Penedès","Penedès","AT08",2345,2120,2081,1392,2395,98,89,87,58,97,86,84,58,97,83,81,56
"899",1996,"082270","Sant Martí Sarroca","03","Alt Penedès","Penedès","AT08",2405,2221,2143,1418,2430,99,91,88,58,98,89,84,55,97,85,80,51
"900",1991,"082270","Sant Martí Sarroca","03","Alt Penedès","Penedès","AT08",2350,2223,2105,1642,2360,100,94,89,70,98,87,83,51,98,82,79,48
"901",2011,"082286","Sant Martí Sesgueioles","06","Anoia","Comarques Centrals","AT06",361,327,330,250,372,97,88,89,67,98,86,88,66,99,91,91,72
"902",2001,"082286","Sant Martí Sesgueioles","06","Anoia","Comarques Centrals","AT06",341,324,317,260,342,100,95,93,76,98,87,85,63,99,91,89,68
"903",1996,"082286","Sant Martí Sesgueioles","06","Anoia","Comarques Centrals","AT06",365,347,320,213,367,99,95,87,58,98,89,84,55,99,93,88,60
"904",1991,"082286","Sant Martí Sesgueioles","06","Anoia","Comarques Centrals","AT06",357,316,305,295,357,100,89,85,83,98,85,79,52,99,90,83,54
"905",2011,"082299","Sant Mateu de Bages","07","Bages","Comarques Centrals","AT06",627,597,600,466,627,100,95,96,74,98,85,87,66,99,91,91,72
"906",2001,"082299","Sant Mateu de Bages","07","Bages","Comarques Centrals","AT06",685,668,650,451,685,100,98,95,66,98,87,85,64,99,91,89,68
"907",1996,"082299","Sant Mateu de Bages","07","Bages","Comarques Centrals","AT06",507,495,479,263,507,100,98,94,52,98,88,84,56,99,93,88,60
"908",1991,"082299","Sant Mateu de Bages","07","Bages","Comarques Centrals","AT06",537,516,476,334,538,100,96,88,62,98,85,80,51,99,90,83,54
"909",2011,"082303","Premià de Dalt","21","Maresme","Metropolità","AT01",9703,8099,8572,6513,10005,97,81,86,65,98,83,86,64,97,79,82,61
"910",2001,"082303","Premià de Dalt","21","Maresme","Metropolità","AT01",8468,6844,6804,4696,8848,96,77,77,53,97,82,81,57,96,78,78,54
"911",1996,"082303","Premià de Dalt","21","Maresme","Metropolità","AT01",7256,5923,5475,3714,7624,95,78,72,49,97,84,80,53,96,78,75,49
"912",1991,"082303","Premià de Dalt","21","Maresme","Metropolità","AT01",6111,4714,4657,3267,6417,95,73,73,51,97,81,78,51,95,73,72,46
"913",2011,"082310","Sant Pere de Ribes","17","Garraf","Penedès","AT08",26794,20373,22488,15769,27982,96,73,80,56,95,73,80,56,97,82,84,62
"914",2001,"082310","Sant Pere de Ribes","17","Garraf","Penedès","AT08",21086,16437,16397,11221,22347,94,74,73,50,95,75,74,49,97,83,81,56
"915",1996,"082310","Sant Pere de Ribes","17","Garraf","Penedès","AT08",17283,12454,11083,7248,18286,95,68,61,40,96,74,71,43,97,85,80,51
"916",1991,"082310","Sant Pere de Ribes","17","Garraf","Penedès","AT08",12043,7768,7396,4149,13304,91,58,56,31,95,68,68,39,98,82,79,48
"917",2011,"082325","Sant Pere de Riudebitlles","03","Alt Penedès","Penedès","AT08",2268,2027,1972,1557,2284,99,89,86,68,98,85,86,65,97,82,84,62
"918",2001,"082325","Sant Pere de Riudebitlles","03","Alt Penedès","Penedès","AT08",2022,1814,1781,1302,2054,98,88,87,63,97,86,84,58,97,83,81,56
"919",1996,"082325","Sant Pere de Riudebitlles","03","Alt Penedès","Penedès","AT08",2070,1933,1853,1347,2112,98,92,88,64,98,89,84,55,97,85,80,51
"920",1991,"082325","Sant Pere de Riudebitlles","03","Alt Penedès","Penedès","AT08",2056,1895,1758,1270,2078,99,91,85,61,98,87,83,51,98,82,79,48
"921",2011,"082331","Sant Pere de Torelló","24","Osona","Comarques Centrals","AT06",2392,2292,2269,1849,2410,99,95,94,77,99,91,91,74,99,91,91,72
"922",2001,"082331","Sant Pere de Torelló","24","Osona","Comarques Centrals","AT06",2108,1954,1923,1443,2147,98,91,90,67,98,91,89,68,99,91,89,68
"923",1996,"082331","Sant Pere de Torelló","24","Osona","Comarques Centrals","AT06",2078,1967,1893,1355,2097,99,94,90,65,99,93,89,61,99,93,88,60
"924",1991,"082331","Sant Pere de Torelló","24","Osona","Comarques Centrals","AT06",1964,1875,1782,1467,1977,99,95,90,74,99,91,85,56,99,90,83,54
"925",2011,"082346","Sant Pere de Vilamajor","41","Vallès Oriental","Metropolità","AT01",4107,3502,3514,2726,4212,98,83,83,65,97,81,84,62,97,79,82,61
"926",2001,"082346","Sant Pere de Vilamajor","41","Vallès Oriental","Metropolità","AT01",2666,2263,2226,1471,2727,98,83,82,54,96,81,79,56,96,78,78,54
"927",1996,"082346","Sant Pere de Vilamajor","41","Vallès Oriental","Metropolità","AT01",1804,1539,1459,919,1840,98,84,79,50,96,81,77,51,96,78,75,49
"928",1991,"082346","Sant Pere de Vilamajor","41","Vallès Oriental","Metropolità","AT01",1101,894,833,541,1120,98,80,74,48,96,77,75,49,95,73,72,46
"929",2011,"082359","Sant Pol de Mar","21","Maresme","Metropolità","AT01",4873,4470,4504,3569,4891,100,91,92,73,98,83,86,64,97,79,82,61
"930",2001,"082359","Sant Pol de Mar","21","Maresme","Metropolità","AT01",3738,3378,3320,2453,3822,98,88,87,64,97,82,81,57,96,78,78,54
"931",1996,"082359","Sant Pol de Mar","21","Maresme","Metropolità","AT01",2736,2566,2489,1790,2780,98,92,90,64,97,84,80,53,96,78,75,49
"932",1991,"082359","Sant Pol de Mar","21","Maresme","Metropolità","AT01",2356,2202,2144,1617,2368,99,93,91,68,97,81,78,51,95,73,72,46
"933",2011,"082362","Sant Quintí de Mediona","03","Alt Penedès","Penedès","AT08",2002,1734,1721,1322,2046,98,85,84,65,98,85,86,65,97,82,84,62
"934",2001,"082362","Sant Quintí de Mediona","03","Alt Penedès","Penedès","AT08",1671,1442,1410,971,1755,95,82,80,55,97,86,84,58,97,83,81,56
"935",1996,"082362","Sant Quintí de Mediona","03","Alt Penedès","Penedès","AT08",1516,1386,1314,833,1540,98,90,85,54,98,89,84,55,97,85,80,51
"936",1991,"082362","Sant Quintí de Mediona","03","Alt Penedès","Penedès","AT08",1434,1309,1274,729,1458,98,90,87,50,98,87,83,51,98,82,79,48
"937",2011,"082378","Sant Quirze de Besora","24","Osona","Comarques Centrals","AT06",2151,1943,1967,1570,2166,99,90,91,72,99,91,91,74,99,91,91,72
"938",2001,"082378","Sant Quirze de Besora","24","Osona","Comarques Centrals","AT06",1878,1782,1718,1182,1907,98,93,90,62,98,91,89,68,99,91,89,68
"939",1996,"082378","Sant Quirze de Besora","24","Osona","Comarques Centrals","AT06",1983,1828,1829,1137,1992,100,92,92,57,99,93,89,61,99,93,88,60
"940",1991,"082378","Sant Quirze de Besora","24","Osona","Comarques Centrals","AT06",1962,1829,1700,854,1993,98,92,85,43,99,91,85,56,99,90,83,54
"941",2011,"082384","Sant Quirze del Vallès","40","Vallès Occidental","Metropolità","AT01",18377,16057,16504,12972,18527,99,87,89,70,97,77,82,60,97,79,82,61
"942",2001,"082384","Sant Quirze del Vallès","40","Vallès Occidental","Metropolità","AT01",12921,11098,10942,7752,13265,97,84,82,58,96,76,76,52,96,78,78,54
"943",1996,"082384","Sant Quirze del Vallès","40","Vallès Occidental","Metropolità","AT01",9834,8380,8087,5576,10118,97,83,80,55,95,76,73,48,96,78,75,49
"944",1991,"082384","Sant Quirze del Vallès","40","Vallès Occidental","Metropolità","AT01",8486,6610,6417,4029,8824,96,75,73,46,94,71,70,44,95,73,72,46
"945",2011,"082397","Sant Quirze Safaja","42","Moianès","Metropolità","AT01",625,551,555,474,629,99,88,88,75,99,90,90,72,97,79,82,61
"946",2001,"082397","Sant Quirze Safaja","42","Moianès","Metropolità","AT01",387,343,339,254,396,98,87,86,64,99,92,90,68,96,78,78,54
"947",1996,"082397","Sant Quirze Safaja","42","Moianès","Metropolità","AT01",275,248,246,176,276,100,90,89,64,99,94,90,64,96,78,75,49
"948",1991,"082397","Sant Quirze Safaja","42","Moianès","Metropolità","AT01",242,206,213,143,245,99,84,87,58,99,91,87,61,95,73,72,46
"949",2011,"082401","Sant Sadurní d'Anoia","03","Alt Penedès","Penedès","AT08",11861,9967,10221,7636,12118,98,82,84,63,98,85,86,65,97,82,84,62
"950",2001,"082401","Sant Sadurní d'Anoia","03","Alt Penedès","Penedès","AT08",9274,7697,7683,5773,9584,97,80,80,60,97,86,84,58,97,83,81,56
"951",1996,"082401","Sant Sadurní d'Anoia","03","Alt Penedès","Penedès","AT08",8701,7499,7123,5030,9019,96,83,79,56,98,89,84,55,97,85,80,51
"952",1991,"082401","Sant Sadurní d'Anoia","03","Alt Penedès","Penedès","AT08",8930,7201,6885,4753,9140,98,79,75,52,98,87,83,51,98,82,79,48
"953",2011,"082418","Sant Sadurní d'Osormort","24","Osona","Comarques Centrals","AT06",95,88,95,53,95,100,93,100,56,99,91,91,74,99,91,91,72
"954",2001,"082418","Sant Sadurní d'Osormort","24","Osona","Comarques Centrals","AT06",75,73,72,54,78,96,94,92,69,98,91,89,68,99,91,89,68
"955",1996,"082418","Sant Sadurní d'Osormort","24","Osona","Comarques Centrals","AT06",73,70,70,57,73,100,96,96,78,99,93,89,61,99,93,88,60
"956",1991,"082418","Sant Sadurní d'Osormort","24","Osona","Comarques Centrals","AT06",73,65,57,36,73,100,89,78,49,99,91,85,56,99,90,83,54
"957",2011,"082423","Marganell","07","Bages","Comarques Centrals","AT06",268,209,237,172,268,100,78,88,64,98,85,87,66,99,91,91,72
"958",2001,"082423","Marganell","07","Bages","Comarques Centrals","AT06",194,180,179,122,198,98,91,90,62,98,87,85,64,99,91,89,68
"959",1996,"082423","Marganell","07","Bages","Comarques Centrals","AT06",209,202,186,124,209,100,97,89,59,98,88,84,56,99,93,88,60
"960",1991,"082423","Marganell","07","Bages","Comarques Centrals","AT06",208,193,186,135,208,100,93,89,65,98,85,80,51,99,90,83,54
"961",2011,"082439","Santa Cecília de Voltregà","24","Osona","Comarques Centrals","AT06",178,178,174,148,178,100,100,98,83,99,91,91,74,99,91,91,72
"962",2001,"082439","Santa Cecília de Voltregà","24","Osona","Comarques Centrals","AT06",202,194,186,166,206,98,94,90,81,98,91,89,68,99,91,89,68
"963",1996,"082439","Santa Cecília de Voltregà","24","Osona","Comarques Centrals","AT06",192,187,186,158,193,99,97,96,82,99,93,89,61,99,93,88,60
"964",1991,"082439","Santa Cecília de Voltregà","24","Osona","Comarques Centrals","AT06",186,168,154,122,186,100,90,83,66,99,91,85,56,99,90,83,54
"965",2011,"082444","Santa Coloma de Cervelló","11","Baix Llobregat","Metropolità","AT01",7450,6121,6352,4908,7664,97,80,83,64,96,74,79,57,97,79,82,61
"966",2001,"082444","Santa Coloma de Cervelló","11","Baix Llobregat","Metropolità","AT01",5151,4253,4329,2947,5278,98,81,82,56,95,73,74,49,96,78,78,54
"967",1996,"082444","Santa Coloma de Cervelló","11","Baix Llobregat","Metropolità","AT01",3195,2729,2622,1628,3276,98,83,80,50,94,72,70,44,96,78,75,49
"968",1991,"082444","Santa Coloma de Cervelló","11","Baix Llobregat","Metropolità","AT01",2891,2351,2277,1338,2960,98,79,77,45,93,64,65,38,95,73,72,46
"969",2011,"082457","Santa Coloma de Gramenet","13","Barcelonès","Metropolità","AT01",102417,58814,71003,43264,116075,88,51,61,37,92,61,69,45,97,79,82,61
"970",2001,"082457","Santa Coloma de Gramenet","13","Barcelonès","Metropolità","AT01",95331,58574,61845,38166,110351,86,53,56,35,91,62,64,39,96,78,78,54
"971",1996,"082457","Santa Coloma de Gramenet","13","Barcelonès","Metropolità","AT01",105284,63357,63848,39584,121354,87,52,53,33,90,61,60,35,96,78,75,49
